time,P,G(i),H_sun,T2m,WS10m,Int
20130901:1211,1485.52,981.23,46.47,17.06,4.48,0
20130901:1311,1210.9,780.71,44.12,18.05,4.69,0
20130901:1411,439.56,282.32,38.88,18.97,4.83,0
20130901:1511,570.72,362.78,31.62,19.49,4.83,0
20130901:1611,329.42,218.18,23.13,19.55,4.69,0
20130901:1711,180.88,140.47,14.03,19.23,3.86,0
20130901:1811,9.12,15.2,4.78,18.23,3.38,0
20130901:1911,0,0,0,16.72,3.31,0
20130901:2011,0,0,0,16.03,3.52,0
20130901:2111,0,0,0,15.41,3.66,0
20130901:2211,0,0,0,14.4,3.52,0
20130901:2311,0,0,0,13.44,3.31,0
20130902:0011,0,0,0,12.69,3.1,0
20130902:0111,0,0,0,12.04,3.17,0
20130902:0211,0,0,0,11.55,3.24,0
20130902:0311,0,0,0,11.23,3.24,0
20130902:0411,0,0,0,10.97,3.17,0
20130902:0511,0,0,0,10.76,3.03,0
20130902:0611,86.84,77.49,8.13,10.96,2.9,0
20130902:0711,372.16,241.68,17.36,12.51,3.45,0
20130902:0811,618.04,383.24,26.28,14.27,4.14,0
20130902:0911,1165.14,738.82,34.35,16.05,4.41,0
20130902:1011,1359.98,885.93,40.9,17.99,4.69,0
20130902:1111,1450.94,963.62,45.08,19.84,4.9,0
20130902:1211,1479.66,993.18,46.11,21.39,5.03,0
20130902:1311,1365.08,910.17,43.75,22.27,4.9,0
20130902:1411,1174.36,771.43,38.52,22.34,4.48,0
20130902:1511,921,597.79,31.26,22.59,4.21,0
20130902:1611,580.48,387.43,22.79,22.91,3.93,0
20130902:1711,180.08,152.58,13.69,22.52,3.17,0
20130902:1811,18.1,22.81,4.44,21.64,2.76,0
20130902:1911,0,0,0,19.92,2.62,0
20130902:2011,0,0,0,18.62,2.69,0
20130902:2111,0,0,0,17.68,2.76,0
20130902:2211,0,0,0,17,2.83,0
20130902:2311,0,0,0,16.34,2.62,0
20130903:0011,0,0,0,15.64,2.28,0
20130903:0111,0,0,0,14.81,1.93,0
20130903:0211,0,0,0,14.06,1.72,0
20130903:0311,0,0,0,13.46,1.59,0
20130903:0411,0,0,0,12.79,1.52,0
20130903:0511,0,0,0,12.18,1.52,0
20130903:0611,95.5,90.19,7.89,12.25,1.24,0
20130903:0711,461.42,305.95,17.13,14.93,1.03,0
20130903:0811,778.52,503.56,26.03,17.37,0.97,0
20130903:0911,500.68,325.44,34.07,18.85,0.55,0
20130903:1011,545.58,357.33,40.59,20.28,0.55,0
20130903:1111,639.24,419.16,44.73,21.43,1.24,0
20130903:1211,1250.86,874.9,45.74,22.26,1.31,0
20130903:1311,649.04,429.04,43.38,22.55,0.97,0
20130903:1411,385.84,258.01,38.15,22.45,0.69,0
20130903:1511,540.68,358.42,30.91,22.35,0.28,0
20130903:1611,306.14,209.74,22.44,22.28,0.21,0
20130903:1711,118.58,93.07,13.35,21.97,0.76,0
20130903:1811,8,14.36,4.1,21.14,1.38,0
20130903:1911,0,0,0,20.22,1.79,0
20130903:2011,0,0,0,18.99,1.93,0
20130903:2111,0,0,0,18.18,1.86,0
20130903:2211,0,0,0,17.21,1.86,0
20130903:2311,0,0,0,16.54,1.72,0
20130904:0011,0,0,0,15.66,1.79,0
20130904:0111,0,0,0,14.98,1.59,0
20130904:0211,0,0,0,14.28,1.45,0
20130904:0311,0,0,0,13.86,1.24,0
20130904:0411,0,0,0,13.54,1.17,0
20130904:0511,0,0,0,13.42,1.17,0
20130904:0611,83.44,76.93,7.66,13.87,1.03,0
20130904:0711,442.82,293.54,16.89,14.77,0.76,0
20130904:0811,770.8,496.14,25.78,16.48,0.97,0
20130904:0911,1087.34,718.54,33.8,18.38,1.66,0
20130904:1011,1363.32,937.41,40.28,20.51,2.28,0
20130904:1111,1361.46,936.48,44.39,22.19,2.9,0
20130904:1211,1158.74,777.54,45.37,23.26,3.38,0
20130904:1311,1099.16,733.96,43,23.79,3.45,0
20130904:1411,981.58,647.56,37.78,23.85,3.52,0
20130904:1511,843,550.74,30.55,23.8,3.79,0
20130904:1611,560.4,375.43,22.1,23.34,3.79,0
20130904:1711,171.64,144.23,13.01,22.34,3.59,0
20130904:1811,13.94,19.43,3.76,20.85,3.03,0
20130904:1911,0,0,0,18.88,2.9,0
20130904:2011,0,0,0,17.59,2.69,0
20130904:2111,0,0,0,16.81,2.41,0
20130904:2211,0,0,0,16.26,2.28,0
20130904:2311,0,0,0,15.96,2.14,0
20130905:0011,0,0,0,15.74,2.07,0
20130905:0111,0,0,0,15.56,2.07,0
20130905:0211,0,0,0,15.44,2.07,0
20130905:0311,0,0,0,15.31,2.07,0
20130905:0411,0,0,0,15.18,2,0
20130905:0511,0,0,0,14.9,1.86,0
20130905:0611,53.72,49.93,7.42,15.16,1.24,0
20130905:0711,310.24,209.48,16.65,16.6,0.34,0
20130905:0811,448.64,292.52,25.52,18.38,0.21,0
20130905:0911,1016.46,688.36,33.52,20.32,0.41,0
20130905:1011,1303.6,924.57,39.97,22.39,1.03,0
20130905:1111,1406.56,1024.34,44.04,23.98,1.24,0
20130905:1211,1397.4,1032.4,44.99,25.04,0.97,0
20130905:1311,1263.16,922.42,42.62,25.77,0.55,0
20130905:1411,1102.5,785.88,37.41,26.2,0.34,0
20130905:1511,833.74,568.34,30.2,26.25,0.9,0
20130905:1611,486.84,335.41,21.75,25.92,1.03,0
20130905:1711,149.92,125.24,12.67,25.25,0.76,0
20130905:1811,9.7,16.05,3.41,24.24,0.9,0
20130905:1911,0,0,0,22.83,0.55,0
20130905:2011,0,0,0,20.49,1.31,0
20130905:2111,0,0,0,19.35,2.83,0
20130905:2211,0,0,0,18.46,3.59,0
20130905:2311,0,0,0,17.48,3.79,0
20130906:0011,0,0,0,16.53,3.66,0
20130906:0111,0,0,0,15.82,3.45,0
20130906:0211,0,0,0,15.23,2.97,0
20130906:0311,0,0,0,14.68,2.62,0
20130906:0411,0,0,0,14.28,2.41,0
20130906:0511,0,0,0,14.29,1.93,0
20130906:0611,42.64,40.84,7.19,14.25,1.1,0
20130906:0711,94.22,72.65,16.41,14.59,0.69,0
20130906:0811,68.06,56.31,25.27,15.27,1.86,0
20130906:0911,93.66,72.65,33.24,16.27,2.41,0
20130906:1011,155.32,110.8,39.65,17.52,3.45,0
20130906:1111,112.5,84.46,43.69,16.99,3.45,0
20130906:1211,340.52,221.18,44.62,16.39,3.31,0
20130906:1311,271.98,179.82,42.24,16.09,3.59,0
20130906:1411,65,54.49,37.04,16.29,4,0
20130906:1511,124.66,91.72,29.83,16.58,3.86,0
20130906:1611,154.28,109.66,21.4,16.48,4.21,0
20130906:1711,156.76,126.17,12.32,15.64,4.41,0
20130906:1811,0,5.07,3.07,14.59,3.72,0
20130906:1911,0,0,0,14.11,2.69,0
20130906:2011,0,0,0,13.42,2.34,0
20130906:2111,0,0,0,12.7,2.76,0
20130906:2211,0,0,0,12.12,3.1,0
20130906:2311,0,0,0,11.57,3.1,0
20130907:0011,0,0,0,11.16,3.03,0
20130907:0111,0,0,0,11.19,3.1,0
20130907:0211,0,0,0,11.01,2.97,0
20130907:0311,0,0,0,10.71,2.76,0
20130907:0411,0,0,0,10.45,2.69,0
20130907:0511,0,0,0,10.28,2.69,0
20130907:0611,88.68,84.75,6.95,10.76,2.62,0
20130907:0711,311.58,203.68,16.17,11.87,3.17,0
20130907:0811,494.24,306.23,25.01,13.4,5.24,0
20130907:0911,258.02,169.49,32.96,14.34,5.59,0
20130907:1011,1386.88,880.62,39.34,14.97,5.79,0
20130907:1111,763.04,472.75,43.34,15.77,5.86,0
20130907:1211,525.28,329.65,44.24,16.18,5.52,0
20130907:1311,1196.96,758.18,41.86,17.04,5.86,0
20130907:1411,724.92,451.45,36.66,17.29,5.93,0
20130907:1511,492.9,310.47,29.47,17.06,5.79,0
20130907:1611,387.18,251.07,21.05,16.24,5.1,0
20130907:1711,166.76,143.58,11.97,15.75,4.76,0
20130907:1811,6.46,12.67,2.72,14.91,4,0
20130907:1911,0,0,0,13.24,3.1,0
20130907:2011,0,0,0,12.54,2.76,0
20130907:2111,0,0,0,11.72,2.69,0
20130907:2211,0,0,0,10.96,2.62,0
20130907:2311,0,0,0,10.32,2.55,0
20130908:0011,0,0,0,9.73,2.48,0
20130908:0111,0,0,0,9.24,2.48,0
20130908:0211,0,0,0,8.83,2.21,0
20130908:0311,0,0,0,8.28,1.72,0
20130908:0411,0,0,0,7.64,1.79,0
20130908:0511,0,0,0,7.23,1.86,0
20130908:0611,93.2,88.97,6.71,7.17,1.79,0
20130908:0711,484.94,311.88,15.93,9.77,1.93,0
20130908:0811,865.32,538.89,24.76,12.09,2.48,0
20130908:0911,1206.62,771.6,32.68,13.77,2.97,0
20130908:1011,1314.06,851.63,39.02,14.9,3.45,0
20130908:1111,772.32,482.47,42.98,15.71,4.21,0
20130908:1211,633.32,397.21,43.86,16.21,4.14,0
20130908:1311,820.2,514.65,41.47,16.34,4.07,0
20130908:1411,816.64,513.34,36.28,16.37,3.59,0
20130908:1511,230.78,153.65,29.11,14.33,5.03,0
20130908:1611,227.14,151.38,20.69,12.98,4.28,0
20130908:1711,146.62,116.02,11.62,12.69,3.38,0
20130908:1811,4.76,10.98,2.37,12.29,2.76,0
20130908:1911,0,0,0,11.95,2.83,0
20130908:2011,0,0,0,10.99,2.55,0
20130908:2111,0,0,0,10.27,2.41,0
20130908:2211,0,0,0,9.67,2.41,0
20130908:2311,0,0,0,9.19,2.48,0
20130909:0011,0,0,0,8.79,2.48,0
20130909:0111,0,0,0,8.55,2.34,0
20130909:0211,0,0,0,8.23,2.21,0
20130909:0311,0,0,0,8.03,2,0
20130909:0411,0,0,0,8.3,1.93,0
20130909:0511,0,0,0,8.64,1.86,0
20130909:0611,32.06,32.66,6.48,9.15,1.86,0
20130909:0711,129.98,92.76,15.69,9.41,1.31,0
20130909:0811,88.52,68.11,24.5,11.18,1.45,0
20130909:0911,210.86,141.67,32.39,12.29,1.45,0
20130909:1011,106.86,79.92,38.7,13.3,1.79,0
20130909:1111,181.28,124.42,42.63,13.19,2.28,0
20130909:1211,95.14,72.65,43.48,13.12,2.28,0
20130909:1311,188.62,128.96,41.08,13.71,2.69,0
20130909:1411,567.02,354.09,35.91,13.43,2.41,0
20130909:1511,390.16,248.19,28.74,13.38,1.93,0
20130909:1611,148.54,105.2,20.33,13.23,1.31,0
20130909:1711,146.12,121.05,11.27,13.05,0.83,0
20130909:1811,1.52,7.6,2.02,12.72,1.38,0
20130909:1911,0,0,0,11.23,2.55,0
20130909:2011,0,0,0,10.7,2.76,0
20130909:2111,0,0,0,10.41,3.24,0
20130909:2211,0,0,0,10.47,3.66,0
20130909:2311,0,0,0,9.84,3.72,0
20130910:0011,0,0,0,9.42,3.79,0
20130910:0111,0,0,0,9.21,3.93,0
20130910:0211,0,0,0,9.2,4.34,0
20130910:0311,0,0,0,9.36,4.9,0
20130910:0411,0,0,0,9.82,4.9,0
20130910:0511,0,0,0,10.04,4.83,0
20130910:0611,81.32,79.39,6.24,9.98,4.97,0
20130910:0711,234.14,155.24,15.44,10.47,4.48,0
20130910:0811,646.38,391.8,24.24,11.42,6.07,0
20130910:0911,1196.26,737.25,32.1,12.76,5.93,0
20130910:1011,981.82,604.51,38.38,13.97,5.79,0
20130910:1111,1210.1,755.62,42.27,14.82,6.34,0
20130910:1211,861.18,530.11,43.1,15.47,7.03,0
20130910:1311,427.52,269.45,40.69,15.6,7.17,0
20130910:1411,148.7,105.35,35.52,15.03,6.55,0
20130910:1511,238.78,157.92,28.37,13.77,5.1,0
20130910:1611,177.54,121.94,19.97,13,4.34,0
20130910:1711,5.62,11.81,10.92,12.44,5.59,0
20130910:1811,0,5.07,1.66,12.09,5.52,0
20130910:1911,0,0,0,12,5.31,0
20130910:2011,0,0,0,11.92,5.66,0
20130910:2111,0,0,0,11.84,6,0
20130910:2211,0,0,0,11.84,6.34,0
20130910:2311,0,0,0,11.88,6.41,0
20130911:0011,0,0,0,11.79,6.41,0
20130911:0111,0,0,0,12,6.55,0
20130911:0211,0,0,0,11.99,6.28,0
20130911:0311,0,0,0,11.85,5.79,0
20130911:0411,0,0,0,11.5,5.52,0
20130911:0511,0,0,0,11.33,5.45,0
20130911:0611,30.72,32,6,11.16,5.31,0
20130911:0711,183.84,125.5,15.2,11.15,4.55,0
20130911:0811,328.96,208.42,23.98,12.17,5.66,0
20130911:0911,622,379.88,31.82,13.54,6.62,0
20130911:1011,139.92,99.9,38.05,14.38,5.66,0
20130911:1111,285.38,186.17,41.91,14.79,5.1,0
20130911:1211,273.64,179.82,42.72,15.61,5.38,0
20130911:1311,161.6,113.52,40.3,15.76,5.17,0
20130911:1411,128.22,93.54,35.14,15.95,5.03,0
20130911:1511,206.56,140.43,28,15.69,4,0
20130911:1611,129,93.95,19.61,15.24,3.24,0
20130911:1711,100.32,80.54,10.56,14.51,3.17,0
20130911:1811,0,1.69,1.31,13.8,3.03,0
20130911:1911,0,0,0,12.99,2.76,0
20130911:2011,0,0,0,12.54,2.41,0
20130911:2111,0,0,0,12.02,2,0
20130911:2211,0,0,0,11.86,1.93,0
20130911:2311,0,0,0,11.78,1.93,0
20130912:0011,0,0,0,11.67,1.86,0
20130912:0111,0,0,0,11.57,1.66,0
20130912:0211,0,0,0,11.53,1.38,0
20130912:0311,0,0,0,11.39,1.24,0
20130912:0411,0,0,0,11.37,1.24,0
20130912:0511,0,0,0,11.3,1.24,0
20130912:0611,33.72,35.25,5.76,11.41,1.31,0
20130912:0711,125.6,91.2,14.95,11.94,1.17,0
20130912:0811,177.96,122.4,23.71,12.46,0.76,0
20130912:0911,244.36,162.37,31.53,13.04,0.55,0
20130912:1011,384.18,246.33,37.73,13.85,1.1,0
20130912:1111,298.12,195.12,41.55,14.62,1.72,0
20130912:1211,478.66,304.16,42.33,15.39,2.28,0
20130912:1311,543.42,343.29,39.91,15.74,2.69,0
20130912:1411,238.14,159.84,34.76,15.84,2.48,0
20130912:1511,264.6,175.66,27.63,16,2.28,0
20130912:1611,432.66,284.33,19.25,16.18,2,0
20130912:1711,129.36,113.72,10.21,16.17,1.17,0
20130912:1811,0,0,0,15.66,1.45,0
20130912:1911,0,0,0,15.44,2.21,0
20130912:2011,0,0,0,15.12,2.62,0
20130912:2111,0,0,0,14.78,2.97,0
20130912:2211,0,0,0,14.79,3.1,0
20130912:2311,0,0,0,14.84,2.97,0
20130913:0011,0,0,0,14.73,2.97,0
20130913:0111,0,0,0,14.88,2.9,0
20130913:0211,0,0,0,15.07,2.76,0
20130913:0311,0,0,0,15.17,2.69,0
20130913:0411,0,0,0,15.33,2.48,0
20130913:0511,0,0,0,15.51,2.62,0
20130913:0611,8.5,14.53,5.51,15.64,2.69,0
20130913:0711,75.04,60.85,14.71,15.83,2.48,0
20130913:0811,156.04,110.7,23.45,16.3,2.97,0
20130913:0911,114.02,85.37,31.23,16.7,2.69,0
20130913:1011,170.58,119.88,37.4,16.92,2.62,0
20130913:1111,162.72,115.34,41.19,17.27,2.41,0
20130913:1211,204.56,140.77,41.94,17.58,2.55,0
20130913:1311,207.74,142.58,39.52,17.44,2.62,0
20130913:1411,137.58,99.9,34.37,16.92,2.41,0
20130913:1511,347.62,225.66,27.25,16.67,2.48,0
20130913:1611,41.46,39.05,18.89,16.33,2.34,0
20130913:1711,13.94,19.07,9.85,15.61,1.79,0
20130913:1811,0,0,0,15.14,1.38,0
20130913:1911,0,0,0,15.1,1.38,0
20130913:2011,0,0,0,14.5,2.62,0
20130913:2111,0,0,0,13.65,3.45,0
20130913:2211,0,0,0,13.03,3.59,0
20130913:2311,0,0,0,12.58,4.48,0
20130914:0011,0,0,0,12.07,5.38,0
20130914:0111,0,0,0,11.74,5.45,0
20130914:0211,0,0,0,11.39,4.9,0
20130914:0311,0,0,0,10.88,4.83,0
20130914:0411,0,0,0,10.36,4.69,0
20130914:0511,0,0,0,10.11,4.28,0
20130914:0611,24.28,27.55,5.27,10.25,4,0
20130914:0711,143.02,100.62,14.46,9.99,4.28,0
20130914:0811,209.42,138.77,23.18,10.35,4.21,0
20130914:0911,149.84,104.44,30.94,10.93,4.48,0
20130914:1011,181.88,123.51,37.07,11.66,4.9,0
20130914:1111,168.86,116.25,40.82,12.34,4.69,0
20130914:1211,223.84,148.94,41.56,13.07,4.48,0
20130914:1311,150.84,106.26,39.13,13.75,4.48,0
20130914:1411,172.12,118.97,33.98,13.96,4.62,0
20130914:1511,221.38,148.1,26.88,14.11,4.34,0
20130914:1611,270.34,179.05,18.52,14.17,4.07,0
20130914:1711,83.76,69.36,9.49,13.92,3.17,0
20130914:1811,0,0,0,13.12,2.28,0
20130914:1911,0,0,0,11.65,2.14,0
20130914:2011,0,0,0,10.53,2.07,0
20130914:2111,0,0,0,9.53,2,0
20130914:2211,0,0,0,8.68,1.72,0
20130914:2311,0,0,0,7.58,1.66,0
20130915:0011,0,0,0,6.79,1.72,0
20130915:0111,0,0,0,6.27,1.79,0
20130915:0211,0,0,0,5.95,2,0
20130915:0311,0,0,0,5.84,2.07,0
20130915:0411,0,0,0,5.76,2.28,0
20130915:0511,0,0,0,5.83,2.55,0
20130915:0611,56.26,59.12,5.03,5.99,2.55,0
20130915:0711,468.78,298.28,14.21,8.08,2.69,0
20130915:0811,843.98,514.56,22.92,10.4,3.86,0
20130915:0911,1212.44,750.2,30.65,12.41,5.31,0
20130915:1011,426.76,265.94,36.74,13.34,7.1,0
20130915:1111,416.64,261.08,40.46,13.85,6.97,0
20130915:1211,147.88,104.44,41.17,14.18,7.24,0
20130915:1311,197.72,133.5,38.73,13.53,6.97,0
20130915:1411,244.74,160.54,33.6,13.04,7.1,0
20130915:1511,79.22,62.66,26.5,13.32,7.79,0
20130915:1611,64.62,53.58,18.16,13.59,7.93,0
20130915:1711,71.42,60.27,9.13,13.77,7.72,0
20130915:1811,0,0,0,14,7.24,0
20130915:1911,0,0,0,14.69,7.17,0
20130915:2011,0,0,0,14.76,6.41,0
20130915:2111,0,0,0,13.9,6,0
20130915:2211,0,0,0,12.32,5.1,0
20130915:2311,0,0,0,10.94,4.9,0
20130916:0011,0,0,0,10.36,4.83,0
20130916:0111,0,0,0,9.59,5.03,0
20130916:0211,0,0,0,8.89,5.17,0
20130916:0311,0,0,0,8.4,5.03,0
20130916:0411,0,0,0,7.99,4.9,0
20130916:0511,0,0,0,7.71,4.76,0
20130916:0611,61.78,66.61,4.78,7.53,4.69,0
20130916:0711,494.54,311.86,13.96,8.22,4.97,0
20130916:0811,902.46,543.39,22.65,9.62,5.66,0
20130916:0911,1300.64,791.79,30.35,11.03,7.31,0
20130916:1011,937.62,565.32,36.41,12.04,7.72,0
20130916:1111,336.12,213.3,40.09,12.67,6.9,0
20130916:1211,1129.94,694.93,40.78,13.12,6.62,0
20130916:1311,1040.36,637.65,38.33,13.54,6.69,0
20130916:1411,560.48,343.69,33.21,13.29,6.69,0
20130916:1511,963.22,588.26,26.12,13.31,6.97,0
20130916:1611,546.6,349.45,17.79,12.96,6.83,0
20130916:1711,116.1,106.3,8.77,12.44,5.52,0
20130916:1811,0,0,0,11.36,4.76,0
20130916:1911,0,0,0,10.42,4.34,0
20130916:2011,0,0,0,9.75,4.55,0
20130916:2111,0,0,0,9.33,4.83,0
20130916:2211,0,0,0,8.88,4.69,0
20130916:2311,0,0,0,8.47,4.48,0
20130917:0011,0,0,0,8.08,4.48,0
20130917:0111,0,0,0,7.8,4.41,0
20130917:0211,0,0,0,7.53,4.41,0
20130917:0311,0,0,0,7.4,4.34,0
20130917:0411,0,0,0,7.26,4.21,0
20130917:0511,0,0,0,7.21,4.07,0
20130917:0611,2.14,8.17,4.54,6.98,3.93,0
20130917:0711,433.08,274.97,13.7,8.1,3.59,0
20130917:0811,602.86,364.93,22.38,9.57,4.41,0
20130917:0911,640.52,388.07,30.05,11.18,5.31,0
20130917:1011,653.26,397.31,36.08,12.33,6.21,0
20130917:1111,843.04,513.25,39.73,12.86,6.34,0
20130917:1211,119.74,87.18,40.39,12.77,6.07,0
20130917:1311,149.42,104.44,37.94,11.17,3.24,0
20130917:1411,203.14,136.22,32.82,11.13,2.14,0
20130917:1511,268.02,174.1,25.75,11.43,2.34,0
20130917:1611,231.54,154.4,17.42,11.43,2.48,0
20130917:1711,75.94,64.72,8.41,11.39,2.55,0
20130917:1811,0,0,0,11.23,2.14,0
20130917:1911,0,0,0,11.22,0.07,0
20130917:2011,0,0,0,11.52,1.31,0
20130917:2111,0,0,0,11.62,1.93,0
20130917:2211,0,0,0,11.53,2.28,0
20130917:2311,0,0,0,11.31,2.41,0
20130918:0011,0,0,0,11.03,2.48,0
20130918:0111,0,0,0,10.78,2.62,0
20130918:0211,0,0,0,10.53,2.76,0
20130918:0311,0,0,0,10.25,2.69,0
20130918:0411,0,0,0,10.03,2.62,0
20130918:0511,0,0,0,9.73,2.48,0
20130918:0611,37.56,42.58,4.29,9.54,2.41,0
20130918:0711,416.32,267.57,13.45,9.37,2.21,0
20130918:0811,780.48,476.96,22.11,9.9,2.9,0
20130918:0911,331.4,209.52,29.75,10.99,4.21,0
20130918:1011,719.74,440.01,35.75,12.32,4.55,0
20130918:1111,799.82,491.08,39.36,13.22,4.9,0
20130918:1211,1380.8,875.39,39.99,13.78,5.38,0
20130918:1311,186.08,127.14,37.54,14.03,5.45,0
20130918:1411,244.4,161.5,32.43,14.38,5.93,0
20130918:1511,548.04,338.66,25.37,14.05,5.72,0
20130918:1611,299.8,197.05,17.05,13.83,5.38,0
20130918:1711,72.18,63.32,8.04,13.3,4.34,0
20130918:1811,0,0,0,12.64,3.86,0
20130918:1911,0,0,0,11.71,4,0
20130918:2011,0,0,0,10.97,3.93,0
20130918:2111,0,0,0,10.3,3.86,0
20130918:2211,0,0,0,9.56,3.59,0
20130918:2311,0,0,0,8.81,3.31,0
20130919:0011,0,0,0,8.24,3.31,0
20130919:0111,0,0,0,7.8,3.31,0
20130919:0211,0,0,0,7.54,3.24,0
20130919:0311,0,0,0,7.49,3.03,0
20130919:0411,0,0,0,7.5,2.76,0
20130919:0511,0,0,0,7.49,2.48,0
20130919:0611,8.98,14.53,4.04,7.18,2.48,0
20130919:0711,144.96,101.64,13.19,8.71,2.48,0
20130919:0811,199.2,132.99,21.83,10.2,3.03,0
20130919:0911,380.86,238.99,29.45,11.92,4,0
20130919:1011,675.36,414.02,35.41,13.28,5.03,0
20130919:1111,423.52,265.41,38.99,14.5,7.52,0
20130919:1211,192.24,130.78,39.6,14.38,6.83,0
20130919:1311,286.02,185.17,37.14,13.6,6.28,0
20130919:1411,154.22,108.07,32.04,13.72,6.34,0
20130919:1511,248.78,163.87,24.99,14.41,6.14,0
20130919:1611,200.06,137.15,16.68,15.03,5.38,0
20130919:1711,77.48,70.2,7.68,15.6,4.62,0
20130919:1811,0,0,0,15.19,3.86,0
20130919:1911,0,0,0,14.38,3.31,0
20130919:2011,0,0,0,14.21,3.52,0
20130919:2111,0,0,0,13.93,3.86,0
20130919:2211,0,0,0,13.71,4.07,0
20130919:2311,0,0,0,13.12,4.14,0
20130920:0011,0,0,0,12.86,4.21,0
20130920:0111,0,0,0,12.43,4.07,0
20130920:0211,0,0,0,12.01,4,0
20130920:0311,0,0,0,11.5,3.79,0
20130920:0411,0,0,0,11.02,3.59,0
20130920:0511,0,0,0,10.27,3.38,0
20130920:0611,15.58,21.56,3.8,9.85,3.24,0
20130920:0711,126.84,91.35,12.94,10.43,3.03,0
20130920:0811,275.56,177.9,21.56,11.82,3.72,0
20130920:0911,397.72,250,29.15,13.3,4.34,0
20130920:1011,301.2,195.33,35.07,14.21,3.86,0
20130920:1111,1021.94,644.73,38.62,14.91,3.59,0
20130920:1211,870.2,547.05,39.21,15.53,3.38,0
20130920:1311,1009.98,642.45,36.74,15.87,3.1,0
20130920:1411,1012.42,645.15,31.64,16.21,2.97,0
20130920:1511,684.16,432.05,24.61,16.34,2.69,0
20130920:1611,210.02,144.78,16.31,16.15,2.28,0
20130920:1711,66.96,61.55,7.32,15.67,1.38,0
20130920:1811,0,0,0,14.98,1.31,0
20130920:1911,0,0,0,14.16,0.76,0
20130920:2011,0,0,0,14.19,0.48,0
20130920:2111,0,0,0,13.08,1.31,0
20130920:2211,0,0,0,12.26,1.66,0
20130920:2311,0,0,0,11.73,1.93,0
20130921:0011,0,0,0,11.5,1.93,0
20130921:0111,0,0,0,10.97,2.14,0
20130921:0211,0,0,0,10,2.14,0
20130921:0311,0,0,0,9.43,2,0
20130921:0411,0,0,0,9.02,2.07,0
20130921:0511,0,0,0,8.76,1.93,0
20130921:0611,15.96,21.88,3.55,8.53,1.86,0
20130921:0711,0,0,0,9.99,1.79,0
20130921:0811,183.42,124.9,21.29,11.94,2.21,0
20130921:0911,215.34,144.45,28.85,13.23,2.69,0
20130921:1011,269.94,177.13,34.74,14.19,3.24,0
20130921:1111,392.94,250.16,38.24,14.69,3.52,0
20130921:1211,224.42,150.76,38.81,14.96,3.45,0
20130921:1311,262.3,173.38,36.34,15.55,4.14,0
20130921:1411,255.08,169.52,31.25,15.77,3.1,0
20130921:1511,390.44,250.37,24.23,16.15,2.76,0
20130921:1611,272.92,184.37,15.94,16.72,3.59,0
20130921:1711,39.02,38.73,6.95,16.7,3.17,0
20130921:1811,0,0,0,16.46,2.83,0
20130921:1911,0,0,0,16.2,2.69,0
20130921:2011,0,0,0,16.01,2.83,0
20130921:2111,0,0,0,15.98,3.03,0
20130921:2211,0,0,0,15.72,3.03,0
20130921:2311,0,0,0,15.29,2.9,0
20130922:0011,0,0,0,15.11,2.62,0
20130922:0111,0,0,0,14.84,2.34,0
20130922:0211,0,0,0,14.54,2.21,0
20130922:0311,0,0,0,14.45,2.21,0
20130922:0411,0,0,0,14.57,2.21,0
20130922:0511,0,0,0,14.71,2.28,0
20130922:0611,10.36,17.01,3.3,14.88,2.34,0
20130922:0711,134.7,98.43,12.43,15.5,1.93,0
20130922:0811,184.92,127.9,21.01,16.22,2.9,0
20130922:0911,122.9,90.82,28.54,16.69,2.55,0
20130922:1011,186.74,129.87,34.4,17.3,2.48,0
20130922:1111,243.32,164.38,37.87,17.96,2.69,0
20130922:1211,181.44,127.14,38.42,18.35,2.9,0
20130922:1311,142.4,103.53,35.94,18.72,2.97,0
20130922:1411,342.48,224.59,30.86,18.94,2.83,0
20130922:1511,387.94,252.23,23.85,19.02,2.69,0
20130922:1611,411.26,277.75,15.57,18.91,2.48,0
20130922:1711,74.18,77.55,6.59,18.62,1.79,0
20130922:1811,0,0,0,18.03,1.38,0
20130922:1911,0,0,0,16.91,2,0
20130922:2011,0,0,0,16.45,1.86,0
20130922:2111,0,0,0,15.44,1.93,0
20130922:2211,0,0,0,14.95,1.72,0
20130922:2311,0,0,0,14.41,1.66,0
20130923:0011,0,0,0,14.03,1.52,0
20130923:0111,0,0,0,13.51,1.59,0
20130923:0211,0,0,0,13.2,1.66,0
20130923:0311,0,0,0,13.11,1.66,0
20130923:0411,0,0,0,13.4,1.59,0
20130923:0511,0,0,0,13.43,1.66,0
20130923:0611,7.42,14.49,3.05,13.45,1.66,0
20130923:0711,97.42,74.82,12.17,14.22,0.97,0
20130923:0811,125.96,92.63,20.73,16.15,1.45,0
20130923:0911,104.88,79.92,28.24,16.99,1.66,0
20130923:1011,181.64,127.14,34.06,17.44,1.38,0
20130923:1111,175.26,123.51,37.5,17.71,1.03,0
20130923:1211,186.44,130.78,38.03,18.31,0.69,0
20130923:1311,212.58,147.12,35.54,18.88,0.69,0
20130923:1411,191.86,134.41,30.47,19.12,1.1,0
20130923:1511,217.18,150,23.46,19.57,1.17,0
20130923:1611,159.28,115.59,15.2,19.59,1.17,0
20130923:1711,49.68,50.4,6.22,19.15,1.31,0
20130923:1811,0,0,0,18.2,1.79,0
20130923:1911,0,0,0,16.82,1.66,0
