time,P,G(i),H_sun,T2m,WS10m,Int
20120123:1911,0,0,0,3.96,3.86,0
20120123:2011,0,0,0,3.27,3.93,0
20120123:2111,0,0,0,2.76,4,0
20120123:2211,0,0,0,2.32,3.79,0
20120123:2311,0,0,0,1.83,3.38,0
20120124:0011,0,0,0,1.28,2.9,0
20120124:0111,0,0,0,0.85,2.97,0
20120124:0211,0,0,0,0.58,2.83,0
20120124:0311,0,0,0,0.31,2.62,0
20120124:0411,0,0,0,0.17,2.48,0
20120124:0511,0,0,0,0.05,2.28,0
20120124:0611,0,0,0,0.59,1.86,0
20120124:0711,0,0,0,1.65,1.93,0
20120124:0811,0,1.82,1.84,2,2,0
20120124:0911,34.74,32.69,8.81,2.42,2.41,0
20120124:1011,74.02,57.21,14.25,3.03,3.31,0
20120124:1111,196.14,127.01,17.74,3.64,4.07,0
20120124:1211,115.1,81.73,18.96,4.36,3.93,0
20120124:1311,49.7,42.68,17.78,5.15,3.38,0
20120124:1411,36.84,34.51,14.32,5.86,2.48,0
20120124:1511,11.24,16.35,8.9,6.39,1.38,0
20120124:1611,0,2.72,1.95,6.47,0.9,0
20120124:1711,0,0,0,6.52,1.24,0
20120124:1811,0,0,0,6.75,1.52,0
20120124:1911,0,0,0,7.08,1.59,0
20120124:2011,0,0,0,7.4,1.79,0
20120124:2111,0,0,0,7.77,2.07,0
20120124:2211,0,0,0,8.16,2.28,0
20120124:2311,0,0,0,8.37,2.41,0
20120125:0011,0,0,0,8.45,2.41,0
20120125:0111,0,0,0,8.4,2.41,0
20120125:0211,0,0,0,8.29,2.34,0
20120125:0311,0,0,0,8.19,2.28,0
20120125:0411,0,0,0,7.96,2.41,0
20120125:0511,0,0,0,8.03,2.62,0
20120125:0611,0,0,0,8.2,2.9,0
20120125:0711,0,0,0,8.23,3.45,0
20120125:0811,0,5.45,2.02,7.83,3.31,0
20120125:0911,94.04,70.01,9,7.76,3.31,0
20120125:1011,82.64,63.57,14.46,7.99,3.59,0
20120125:1111,72.16,57.21,17.97,8.26,4.48,0
20120125:1211,91.48,69.02,19.2,8.53,4.21,0
20120125:1311,74.78,59.03,18.03,9.18,4.21,0
20120125:1411,42.98,39.05,14.57,9.69,3.59,0
20120125:1511,78.6,61.41,9.15,9.76,3.72,0
20120125:1611,0,0.91,2.19,9.58,4.07,0
20120125:1711,0,0,0,9.26,4.55,0
20120125:1811,0,0,0,9.01,4.97,0
20120125:1911,0,0,0,8.35,5.03,0
20120125:2011,0,0,0,8.13,5.31,0
20120125:2111,0,0,0,7.92,5.45,0
20120125:2211,0,0,0,7.75,5.45,0
20120125:2311,0,0,0,7.81,5.52,0
20120126:0011,0,0,0,7.93,5.59,0
20120126:0111,0,0,0,8.03,5.66,0
20120126:0211,0,0,0,8.06,5.93,0
20120126:0311,0,0,0,8.06,6.28,0
20120126:0411,0,0,0,8.08,6.48,0
20120126:0511,0,0,0,8.21,6.55,0
20120126:0611,0,0,0,7.89,5.86,0
20120126:0711,0,0,0,7.54,5.45,0
20120126:0811,0,5.45,2.2,6.98,4.69,0
20120126:0911,43.78,39.05,9.2,6.2,3.93,0
20120126:1011,157.5,106.19,14.68,5.65,3.52,0
20120126:1111,857.02,506.91,18.21,6.22,4.07,0
20120126:1211,1260.68,755.61,19.45,7.01,5.86,0
20120126:1311,630.6,371.46,18.28,7.52,6.62,0
20120126:1411,97.62,72.24,14.82,7.43,5.31,0
20120126:1511,109.32,78.98,9.39,7.34,4.83,0
20120126:1611,23.38,26.49,2.43,6.58,4.55,0
20120126:1711,0,0,0,5.62,4.48,0
20120126:1811,0,0,0,5.05,4.97,0
20120126:1911,0,0,0,4.07,4.34,0
20120126:2011,0,0,0,3.88,4.62,0
20120126:2111,0,0,0,3.69,4.69,0
20120126:2211,0,0,0,3.3,4.62,0
20120126:2311,0,0,0,2.54,4.07,0
20120127:0011,0,0,0,1.77,3.52,0
20120127:0111,0,0,0,1.22,3.59,0
20120127:0211,0,0,0,1.11,4,0
20120127:0311,0,0,0,1.3,4.34,0
20120127:0411,0,0,0,1.64,4.48,0
20120127:0511,0,0,0,1.77,4.34,0
20120127:0611,0,0,0,1.68,4.07,0
20120127:0711,0,0,0,1.96,4,0
20120127:0811,33.62,32.25,2.38,1.66,3.86,0
20120127:0911,786.44,457.72,9.41,2.16,3.86,0
20120127:1011,1111.02,658.03,14.91,3.57,3.93,0
20120127:1111,1277.88,767.46,18.45,4.9,4.55,0
20120127:1211,1296.56,780.14,19.71,6.04,5.17,0
20120127:1311,1263.6,764.86,18.54,6.59,4.55,0
20120127:1411,989.44,590.07,15.08,6.87,4.34,0
20120127:1511,659.54,394.57,9.65,6.83,4.07,0
20120127:1611,36.98,36.03,2.67,5.82,3.1,0
20120127:1711,0,0,0,4.43,3.03,0
20120127:1811,0,0,0,3.68,2.97,0
20120127:1911,0,0,0,3.16,2.55,0
20120127:2011,0,0,0,2.56,2.34,0
20120127:2111,0,0,0,2,2.28,0
20120127:2211,0,0,0,1.46,2.21,0
20120127:2311,0,0,0,1.14,2,0
20120128:0011,0,0,0,0.74,1.93,0
20120128:0111,0,0,0,0.17,2,0
20120128:0211,0,0,0,-0.3,2.34,0
20120128:0311,0,0,0,0.14,2.62,0
20120128:0411,0,0,0,0.7,2.83,0
20120128:0511,0,0,0,0.79,2.9,0
20120128:0611,0,0,0,1.02,2.9,0
20120128:0711,0,0,0,1.48,2.9,0
20120128:0811,15.3,19.35,2.58,1.48,3.03,0
20120128:0911,390.62,232.27,9.62,2.03,3.72,0
20120128:1011,583.02,339.32,15.14,3,4.55,0
20120128:1111,1141.78,675.49,18.7,4.08,4.62,0
20120128:1211,317.66,195,19.97,4.95,4.69,0
20120128:1311,330.56,202.62,18.81,5.6,4.48,0
20120128:1411,680.96,401.96,15.34,5.94,4,0
20120128:1511,114.4,81.59,9.9,5.85,3.31,0
20120128:1611,35.94,35.13,2.92,5.24,3.17,0
20120128:1711,0,0,0,4.41,3.03,0
20120128:1811,0,0,0,3.41,3.03,0
20120128:1911,0,0,0,3.13,3.1,0
20120128:2011,0,0,0,2.49,2.9,0
20120128:2111,0,0,0,2.27,2.76,0
20120128:2211,0,0,0,2.12,2.62,0
20120128:2311,0,0,0,1.73,2.62,0
20120129:0011,0,0,0,1.08,2.69,0
20120129:0111,0,0,0,1.45,2.62,0
20120129:0211,0,0,0,1.32,2.55,0
20120129:0311,0,0,0,1.49,2.41,0
20120129:0411,0,0,0,1.4,2.34,0
20120129:0511,0,0,0,1.42,2.21,0
20120129:0611,0,0,0,1.16,2.21,0
20120129:0711,0,0,0,1.22,1.86,0
20120129:0811,2.26,8.17,2.77,1.38,2,0
20120129:0911,276.2,169.95,9.84,2.02,2.48,0
20120129:1011,219.74,139.68,15.37,2.86,2.62,0
20120129:1111,221.88,141.99,18.95,3.96,2.55,0
20120129:1211,316.8,195.26,20.24,4.41,2.21,0
20120129:1311,196.94,128.58,19.08,4.65,2,0
20120129:1411,154.62,104.51,15.61,4.61,1.93,0
20120129:1511,37.12,34.51,10.16,4.44,2.07,0
20120129:1611,5.98,11.81,3.17,3.8,2,0
20120129:1711,0,0,0,2.48,2.34,0
20120129:1811,0,0,0,1.81,2.55,0
20120129:1911,0,0,0,1.61,2.28,0
20120129:2011,0,0,0,1.34,1.93,0
20120129:2111,0,0,0,1.3,1.79,0
20120129:2211,0,0,0,0.93,1.72,0
20120129:2311,0,0,0,0.28,1.72,0
20120130:0011,0,0,0,0.49,1.79,0
20120130:0111,0,0,0,0.41,1.79,0
20120130:0211,0,0,0,0.23,1.86,0
20120130:0311,0,0,0,-0.17,1.93,0
20120130:0411,0,0,0,-0.51,2,0
20120130:0511,0,0,0,-1.04,2.07,0
20120130:0611,0,0,0,-1.44,2.07,0
20120130:0711,0,0,0,-1.06,1.66,0
20120130:0811,0.68,6.36,2.98,-1.27,1.66,0
20120130:0911,45.26,39.05,10.06,-0.61,1.45,0
20120130:1011,61.1,49.04,15.61,0.86,1.52,0
20120130:1111,117.56,82.64,19.21,2.24,1.86,0
20120130:1211,110.98,79.01,20.51,3.01,2.62,0
20120130:1311,197.68,128.18,19.35,3.24,2.76,0
20120130:1411,426.66,254.86,15.88,3.51,2.69,0
20120130:1511,201.66,130.21,10.43,3.39,2.41,0
20120130:1611,3.12,9.08,3.43,2.89,2,0
20120130:1711,0,0,0,1.4,2.14,0
20120130:1811,0,0,0,0.29,2.14,0
20120130:1911,0,0,0,0.11,2,0
20120130:2011,0,0,0,-0.36,1.93,0
20120130:2111,0,0,0,-0.91,1.93,0
20120130:2211,0,0,0,-1.38,1.86,0
20120130:2311,0,0,0,-1.79,1.93,0
20120131:0011,0,0,0,-2.25,2.07,0
20120131:0111,0,0,0,-2.51,2.14,0
20120131:0211,0,0,0,-2.61,2.28,0
20120131:0311,0,0,0,-2.41,2.34,0
20120131:0411,0,0,0,-2.43,2.48,0
20120131:0511,0,0,0,-2.2,2.55,0
20120131:0611,0,0,0,-1.78,2.62,0
20120131:0711,0,0,0,-0.95,2.69,0
20120131:0811,16.8,20.28,3.19,-0.51,2.69,0
20120131:0911,55.36,45.41,10.29,0.27,2.41,0
20120131:1011,49.2,41.78,15.86,1.41,3.1,0
20120131:1111,66.82,52.67,19.48,2.1,4,0
20120131:1211,53.4,44.5,20.78,2.23,4.21,0
20120131:1311,92.76,68.11,19.63,2.36,4.28,0
20120131:1411,288.24,176.64,16.16,2.25,4,0
20120131:1511,669.06,390.94,10.7,2.09,4.14,0
20120131:1611,48.98,42.95,3.68,1.62,3.86,0
20120131:1711,0,0,0,0.96,4,0
20120131:1811,0,0,0,0.48,4.14,0
20120131:1911,0,0,0,-0.15,4,0
20120131:2011,0,0,0,-0.33,4.07,0
20120131:2111,0,0,0,-0.24,4.14,0
20120131:2211,0,0,0,0.04,4.34,0
20120131:2311,0,0,0,0.2,4.55,0
20120201:0011,0,0,0,-0.04,4.55,0
20120201:0111,0,0,0,-0.41,4.48,0
20120201:0211,0,0,0,-0.47,4.55,0
20120201:0311,0,0,0,-0.91,4.55,0
20120201:0411,0,0,0,-1.2,4.76,0
20120201:0511,0,0,0,-1.13,4.9,0
20120201:0611,0,0,0,-1.13,4.83,0
20120201:0711,0,0,0,-1.28,4.62,0
20120201:0811,161.72,107.37,3.41,-1.28,4.69,0
20120201:0911,0,0,0,-0.85,4.48,0
20120201:1011,1101.6,627.35,16.12,-0.03,7.03,0
20120201:1111,1296.74,750.5,19.75,0.43,6.48,0
20120201:1211,1414.78,827.4,21.07,0.87,6.48,0
20120201:1311,1297.66,755.33,19.92,1.05,6.14,0
20120201:1411,1068.24,615.69,16.44,1.15,5.86,0
20120201:1511,698.74,403.43,10.97,0.98,5.66,0
20120201:1611,163.86,112.61,3.94,0.41,5.1,0
20120201:1711,0,0,0,-0.73,4.97,0
20120201:1811,0,0,0,-1.35,5.03,0
20120201:1911,0,0,0,-1.58,5.17,0
20120201:2011,0,0,0,-1.7,5.24,0
20120201:2111,0,0,0,-1.75,5.24,0
20120201:2211,0,0,0,-1.78,5.03,0
20120201:2311,0,0,0,-1.69,4.76,0
20120202:0011,0,0,0,-1.63,4.48,0
20120202:0111,0,0,0,-1.78,4.21,0
20120202:0211,0,0,0,-2.19,3.93,0
20120202:0311,0,0,0,-2.5,3.93,0
20120202:0411,0,0,0,-2.47,4,0
20120202:0511,0,0,0,-2.5,4,0
20120202:0611,0,0,0,-2.53,4,0
20120202:0711,0,0,0,-2.64,4.34,0
20120202:0811,101.1,72.39,3.63,-2.56,4.34,0
20120202:0911,760.28,434.07,10.76,-1.83,3.86,0
20120202:1011,1114.96,637.26,16.38,-0.87,5.79,0
20120202:1111,1301.72,753.47,20.03,-0.3,6,0
20120202:1211,1395.62,817.89,21.35,-0.04,5.52,0
20120202:1311,1288.76,751.2,20.21,0.02,5.24,0
20120202:1411,0,0,0,0.01,5.03,0
20120202:1511,709.56,408.67,11.24,-0.35,4.69,0
20120202:1611,160.44,109.83,4.2,-1.05,3.86,0
20120202:1711,0,0,0,-2.07,3.79,0
20120202:1811,0,0,0,-2.53,3.93,0
20120202:1911,0,0,0,-2.43,3.72,0
20120202:2011,0,0,0,-2.98,3.45,0
20120202:2111,0,0,0,-3.29,3.24,0
20120202:2211,0,0,0,-3.55,2.97,0
20120202:2311,0,0,0,-3.76,2.9,0
20120203:0011,0,0,0,-3.69,2.9,0
20120203:0111,0,0,0,-3.67,2.76,0
20120203:0211,0,0,0,-3.87,2.55,0
20120203:0311,0,0,0,-4.21,2.41,0
20120203:0411,0,0,0,-4.44,2.21,0
20120203:0511,0,0,0,-4.63,2.07,0
20120203:0611,0,0,0,-4.73,1.93,0
20120203:0711,0,0,0,-4.46,2.34,0
20120203:0811,126.46,86.37,3.86,-4.48,2.21,0
20120203:0911,737.6,422.94,11.01,-3.35,2,0
20120203:1011,1097.86,644.08,16.64,-1.54,2.28,0
20120203:1111,1275.76,761.11,20.31,-0.19,2.83,0
20120203:1211,1324.42,794.1,21.64,0.62,3.17,0
20120203:1311,1248.52,742.65,20.5,1.14,3.45,0
20120203:1411,992.74,578.69,17.01,1.39,3.86,0
20120203:1511,687.78,400.52,11.52,1.21,3.86,0
20120203:1611,198.36,132.66,4.47,0.47,3.31,0
20120203:1711,0,0,0,-0.47,3.03,0
20120203:1811,0,0,0,-1.66,2.97,0
20120203:1911,0,0,0,-1.01,2.76,0
20120203:2011,0,0,0,-1.42,2.69,0
20120203:2111,0,0,0,-1.56,2.83,0
20120203:2211,0,0,0,-2.13,2.83,0
20120203:2311,0,0,0,-2.6,2.83,0
20120204:0011,0,0,0,-3.03,2.76,0
20120204:0111,0,0,0,-3.01,2.48,0
20120204:0211,0,0,0,-2.95,2.28,0
20120204:0311,0,0,0,-2.58,2,0
20120204:0411,0,0,0,-2.42,1.79,0
20120204:0511,0,0,0,-2.43,1.45,0
20120204:0611,0,0,0,-2.52,1.03,0
20120204:0711,0,0,0,-3.3,0.69,0
20120204:0811,195.88,125.97,4.09,-3.73,0.48,0
20120204:0911,166.04,107.66,11.26,-2.74,0.48,0
20120204:1011,209.44,132.14,16.91,-1.16,2.14,0
20120204:1111,267.46,164.13,20.59,-0.4,3.52,0
20120204:1211,264.66,162.65,21.94,-0.36,4.07,0
20120204:1311,251.76,155.39,20.8,-0.48,4.41,0
20120204:1411,448.46,260.67,17.3,-0.69,4.83,0
20120204:1511,137.24,92.11,11.8,-1.15,4.62,0
20120204:1611,34.9,32.76,4.74,-1.65,4,0
20120204:1711,0,0,0,-2.26,4.34,0
20120204:1811,0,0,0,-2.62,4.62,0
20120204:1911,0,0,0,-2.3,4.97,0
20120204:2011,0,0,0,-2.34,4.28,0
20120204:2111,0,0,0,-2.21,4.76,0
20120204:2211,0,0,0,-1.79,5.79,0
20120204:2311,0,0,0,-1.42,5.86,0
20120205:0011,0,0,0,-1.19,5.72,0
20120205:0111,0,0,0,-0.98,5.38,0
20120205:0211,0,0,0,-0.93,4.55,0
20120205:0311,0,0,0,-0.91,3.66,0
20120205:0411,0,0,0,-0.92,3.1,0
20120205:0511,0,0,0,-0.93,2.83,0
20120205:0611,0,0,0,-0.99,2.62,0
20120205:0711,0,0,0,-0.78,1.79,0
20120205:0811,35.82,33.19,4.33,-0.82,1.52,0
20120205:0911,38.1,34.51,11.52,-0.61,1.45,0
20120205:1011,56.98,46.32,17.19,-0.37,1.52,0
20120205:1111,53.94,44.5,20.89,-0.17,1.31,0
20120205:1211,101.26,72.65,22.24,0.18,1.24,0
20120205:1311,93.28,68.11,21.1,0.55,1.31,0
20120205:1411,77.7,59.03,17.6,0.92,1.38,0
20120205:1511,55.1,45.41,12.08,0.99,1.24,0
20120205:1611,7.16,12.71,5.01,0.8,0.9,0
20120205:1711,0,0,0,0.54,1.45,0
20120205:1811,0,0,0,-0.11,1.72,0
20120205:1911,0,0,0,-0.45,1.03,0
20120205:2011,0,0,0,-0.54,1.31,0
20120205:2111,0,0,0,-0.24,1.24,0
20120205:2211,0,0,0,-0.27,1.31,0
20120205:2311,0,0,0,-0.01,1.24,0
20120206:0011,0,0,0,0.04,1.31,0
20120206:0111,0,0,0,0.07,1.31,0
20120206:0211,0,0,0,0.37,1.1,0
20120206:0311,0,0,0,0.31,1.1,0
20120206:0411,0,0,0,0.52,1.03,0
20120206:0511,0,0,0,0.49,0.97,0
20120206:0611,0,0,0,0.53,0.83,0
20120206:0711,0,0,0,0.27,0.62,0
20120206:0811,152.02,102.74,4.57,0.32,0.76,0
20120206:0911,17.72,20.89,11.78,0.47,0.97,0
20120206:1011,22.82,24.52,17.47,0.85,1.24,0
20120206:1111,99.22,71.75,21.18,1.16,1.17,0
20120206:1211,105.24,75.38,22.55,1.51,0.9,0
20120206:1311,71.12,55.4,21.41,2.12,0.69,0
20120206:1411,62.28,49.95,17.89,1.72,0.9,0
20120206:1511,109.56,77.74,12.37,1.59,1.1,0
20120206:1611,13.96,18.16,5.28,1.31,1.1,0
20120206:1711,0,0,0,1.02,1.31,0
20120206:1811,0,0,0,0.57,1.52,0
20120206:1911,0,0,0,0.73,1.03,0
20120206:2011,0,0,0,0.57,0.9,0
20120206:2111,0,0,0,0.82,0.76,0
20120206:2211,0,0,0,0.76,0.69,0
20120206:2311,0,0,0,0.71,0.62,0
20120207:0011,0,0,0,0.63,0.55,0
20120207:0111,0,0,0,0.24,0.76,0
20120207:0211,0,0,0,0.13,1.1,0
20120207:0311,0,0,0,0.15,1.45,0
20120207:0411,0,0,0,-0.03,1.66,0
20120207:0511,0,0,0,-0.31,1.93,0
20120207:0611,0,0,0,-0.55,1.86,0
20120207:0711,0,0,0,-0.48,1.86,0
20120207:0811,5.14,10.9,4.82,-0.36,1.86,0
20120207:0911,194.9,124.34,12.05,-0.29,2,0
20120207:1011,244.28,151.62,17.75,0.14,3.38,0
20120207:1111,299.5,181.95,21.48,0.19,3.72,0
20120207:1211,320.42,193.41,22.86,0.22,3.93,0
20120207:1311,316.42,190.79,21.72,-0.21,3.93,0
20120207:1411,314.86,189.26,18.2,-0.7,3.66,0
20120207:1511,225.78,140.73,12.65,-1.26,3.45,0
20120207:1611,80.84,61.43,5.55,-2.01,3.17,0
20120207:1711,0,0,0,-3.27,3.38,0
20120207:1811,0,0,0,-4.18,3.59,0
20120207:1911,0,0,0,-5.02,3.52,0
20120207:2011,0,0,0,-5.18,3.52,0
20120207:2111,0,0,0,-4.85,3.52,0
20120207:2211,0,0,0,-4.33,3.52,0
20120207:2311,0,0,0,-3.78,3.38,0
20120208:0011,0,0,0,-3.1,3.17,0
20120208:0111,0,0,0,-2.68,3.45,0
20120208:0211,0,0,0,-2.35,3.38,0
20120208:0311,0,0,0,-1.88,3.38,0
20120208:0411,0,0,0,-1.54,3.38,0
20120208:0511,0,0,0,-1.37,3.31,0
20120208:0611,0,0,0,-1.26,3.31,0
20120208:0711,0,0,0,-1.34,3.45,0
20120208:0811,42.18,37.1,5.08,-1.35,3.52,0
20120208:0911,60.2,48.13,12.32,-0.84,3.24,0
20120208:1011,60.06,48.13,18.05,-0.33,3.79,0
20120208:1111,69.06,53.58,21.79,0.11,4.97,0
20120208:1211,73.52,56.31,23.17,0.49,5.52,0
20120208:1311,79.64,59.94,22.03,0.58,5.17,0
20120208:1411,71.94,55.4,18.5,0.57,4.76,0
20120208:1511,71.94,55.4,12.94,0.51,4.41,0
20120208:1611,33.28,31.64,5.83,0.18,3.59,0
20120208:1711,0,0,0,-0.16,3.17,0
20120208:1811,0,0,0,-0.36,3.03,0
20120208:1911,0,0,0,-0.72,3.1,0
20120208:2011,0,0,0,-0.88,2.69,0
20120208:2111,0,0,0,-0.88,2.28,0
20120208:2211,0,0,0,-0.86,1.93,0
20120208:2311,0,0,0,-0.94,1.93,0
20120209:0011,0,0,0,-1.23,1.93,0
20120209:0111,0,0,0,-1.52,1.86,0
20120209:0211,0,0,0,-1.41,1.59,0
20120209:0311,0,0,0,-1.59,1.79,0
20120209:0411,0,0,0,-2.34,2.28,0
20120209:0511,0,0,0,-2.43,2.14,0
20120209:0611,0,0,0,-2.85,1.93,0
20120209:0711,0,0,0,-2.4,1.59,0
20120209:0811,10.68,15.44,5.34,-2.49,1.38,0
20120209:0911,15.46,19.07,12.6,-2.07,1.31,0
20120209:1011,556.38,324.83,18.34,-0.77,1.1,0
20120209:1111,51.02,42.68,22.1,-0.36,0.62,0
20120209:1211,132.84,90.82,23.49,-0.14,0.14,0
20120209:1311,120.02,83.55,22.35,0.04,0.07,0
20120209:1411,68.74,53.58,18.81,0.22,0.41,0
20120209:1511,136.04,92.48,13.24,0.3,0.55,0
20120209:1611,42.08,37.51,6.11,0.27,0.69,0
20120209:1711,0,0,0,0.08,0.69,0
20120209:1811,0,0,0,-0.29,0.62,0
20120209:1911,0,0,0,-0.79,0.76,0
20120209:2011,0,0,0,-1,0.83,0
20120209:2111,0,0,0,-1.1,0.97,0
20120209:2211,0,0,0,-1,1.31,0
20120209:2311,0,0,0,-0.89,1.72,0
20120210:0011,0,0,0,-0.71,1.93,0
20120210:0111,0,0,0,-0.85,1.59,0
20120210:0211,0,0,0,-1.19,1.24,0
20120210:0311,0,0,0,-1.26,0.69,0
20120210:0411,0,0,0,-1.07,0.21,0
20120210:0511,0,0,0,-1.51,0.9,0
20120210:0611,0,0,0,-3.83,1.59,0
20120210:0711,0,0,0,-3.58,1.86,0
20120210:0811,43.96,37.98,5.6,-3.06,2.41,0
20120210:0911,63.52,49.95,12.88,-1.86,2.9,0
20120210:1011,159.6,104.8,18.64,-0.97,4.28,0
20120210:1111,152.06,100.81,22.42,-0.85,4.48,0
20120210:1211,67.82,52.67,23.82,-0.83,4.28,0
20120210:1311,105.18,74.47,22.67,-0.66,4,0
20120210:1411,78.52,59.03,19.12,-0.74,3.66,0
20120210:1511,99.38,71.05,13.53,-0.95,3.31,0
20120210:1611,72.48,56.19,6.39,-1.1,3.03,0
20120210:1711,0,0,0,-1.49,2.34,0
20120210:1811,0,0,0,-1.77,2.34,0
20120210:1911,0,0,0,-2.09,1.93,0
20120210:2011,0,0,0,-2.12,2.14,0
20120210:2111,0,0,0,-2.54,2.14,0
20120210:2211,0,0,0,-2.68,2.14,0
20120210:2311,0,0,0,-2.93,2,0
20120211:0011,0,0,0,-3.36,1.86,0
20120211:0111,0,0,0,-4.11,1.72,0
20120211:0211,0,0,0,-4.44,1.52,0
20120211:0311,0,0,0,-3.66,1.31,0
20120211:0411,0,0,0,-3.87,1.31,0
20120211:0511,0,0,0,-3.25,1.24,0
20120211:0611,0,0,0,-4.08,1.38,0
20120211:0711,0,0,0,-6.16,1.79,0
20120211:0811,475,278.7,5.87,-5.76,1.59,0
20120211:0911,174.2,111.34,13.17,-4.45,1.52,0
20120211:1011,1284.04,766.61,18.95,-2.09,2.14,0
20120211:1111,1221.36,728.43,22.74,-1.24,2.14,0
20120211:1211,1075.6,636.52,24.14,-0.77,1.93,0
20120211:1311,1299.28,791.63,22.99,-0.51,1.59,0
20120211:1411,209.7,133.39,19.43,-0.34,1.17,0
20120211:1511,874.74,518.53,13.83,-0.37,1.17,0
20120211:1611,403.76,250.52,6.67,-0.95,1.17,0
20120211:1711,0,0,0,-2.77,1.59,0
20120211:1811,0,0,0,-5.01,1.79,0
20120211:1911,0,0,0,-6.21,1.66,0
20120211:2011,0,0,0,-4.54,1.31,0
20120211:2111,0,0,0,-4.71,1.17,0
20120211:2211,0,0,0,-4.96,1.17,0
20120211:2311,0,0,0,-5.08,0.97,0
20120212:0011,0,0,0,-5.37,0.97,0
20120212:0111,0,0,0,-5.28,1.24,0
20120212:0211,0,0,0,-5.28,1.45,0
20120212:0311,0,0,0,-6.07,1.72,0
20120212:0411,0,0,0,-4.15,1.86,0
20120212:0511,0,0,0,-3.02,1.79,0
20120212:0611,0,0,0,-2.49,1.72,0
20120212:0711,0,0,0,-2.33,2.14,0
20120212:0811,23.14,24.52,6.15,-1.64,2.41,0
20120212:0911,908.22,528.28,13.46,-0.47,2.69,0
20120212:1011,76.4,58.12,19.26,0.71,3.24,0
20120212:1111,80.7,60.85,23.06,1.59,3.72,0
20120212:1211,82,61.76,24.47,2.22,4,0
20120212:1311,92.54,68.11,23.32,2.77,3.86,0
20120212:1411,593.38,346.93,19.75,3.05,4.14,0
20120212:1511,143.14,97.12,14.13,2.98,3.86,0
20120212:1611,248.7,160.97,6.95,2.58,3.59,0
20120212:1711,0,0,0,2.15,3.45,0
20120212:1811,0,0,0,1.63,3.31,0
20120212:1911,0,0,0,1.77,3.03,0
20120212:2011,0,0,0,1.51,2.9,0
20120212:2111,0,0,0,1.35,2.76,0
20120212:2211,0,0,0,0.92,2.76,0
20120212:2311,0,0,0,0.56,2.76,0
20120213:0011,0,0,0,0.08,2.76,0
20120213:0111,0,0,0,-0.23,2.62,0
20120213:0211,0,0,0,-0.55,2.55,0
20120213:0311,0,0,0,-0.96,2.55,0
20120213:0411,0,0,0,-0.75,2.62,0
20120213:0511,0,0,0,-0.44,2.69,0
20120213:0611,0,0,0,0.06,2.76,0
20120213:0711,0,0,0,0.86,2.9,0
20120213:0811,145.64,98.69,6.43,1.37,3.31,0
20120213:0911,133.36,91.23,13.76,2.19,3.38,0
20120213:1011,214.18,137.01,19.57,2.93,3.38,0
20120213:1111,178.66,117.91,23.39,3.98,3.66,0
20120213:1211,407.14,244.83,24.81,4.76,5.03,0
20120213:1311,346.2,212.19,23.65,5.41,3.79,0
20120213:1411,201.52,131.14,20.06,5.46,4.9,0
20120213:1511,42.6,38.14,14.43,5.26,5.17,0
20120213:1611,23.58,25.43,7.23,5.3,5.45,0
20120213:1711,0,0,0,5.01,5.38,0
20120213:1811,0,0,0,4.45,5.59,0
20120213:1911,0,0,0,4.16,5.52,0
20120213:2011,0,0,0,3.95,5.86,0
20120213:2111,0,0,0,3.9,6.14,0
20120213:2211,0,0,0,3.95,6.21,0
20120213:2311,0,0,0,4.04,6.28,0
20120214:0011,0,0,0,3.94,6.34,0
20120214:0111,0,0,0,3.81,6.28,0
20120214:0211,0,0,0,3.75,6.34,0
20120214:0311,0,0,0,3.69,6.41,0
20120214:0411,0,0,0,3.58,6.28,0
20120214:0511,0,0,0,3.17,5.79,0
20120214:0611,0,0,0,2.86,5.31,0
20120214:0711,0,0,0,2.94,5.31,0
20120214:0811,61.54,49.67,6.71,2.71,5.1,0
20120214:0911,187.44,121.8,14.06,3.42,4.55,0
20120214:1011,408.42,245,19.89,4.36,4,0
20120214:1111,251.58,159.25,23.73,5.3,4.69,0
20120214:1211,221.36,143.06,25.15,6.21,4.76,0
20120214:1311,248.52,158.65,23.99,7.12,5.17,0
20120214:1411,390.42,237.95,20.38,7.86,5.59,0
20120214:1511,203.32,133.26,14.73,7.79,4.55,0
20120214:1611,29.88,29.97,7.52,7.16,4.28,0
20120214:1711,0,0,0,6.52,4.62,0
20120214:1811,0,0,0,6.08,4.83,0
20120214:1911,0,0,0,5.64,4.69,0
20120214:2011,0,0,0,5.47,4.76,0
20120214:2111,0,0,0,5.11,4.83,0
20120214:2211,0,0,0,5.15,5.1,0
20120214:2311,0,0,0,5.4,5.52,0
20120215:0011,0,0,0,5.58,5.86,0
20120215:0111,0,0,0,5.59,5.79,0
20120215:0211,0,0,0,5.14,5.72,0
20120215:0311,0,0,0,5.25,6.21,0
20120215:0411,0,0,0,5.35,6.28,0
20120215:0511,0,0,0,5.27,6.07,0
20120215:0611,0,0,0,5.1,5.86,0
20120215:0711,0,0,0,5.48,6.21,0
20120215:0811,143.84,98.91,7,5.4,6.14,0
20120215:0911,594.1,349.5,14.36,5.82,5.86,0
20120215:1011,1017.06,599.84,20.22,6.31,5.79,0
20120215:1111,463.3,278.15,24.06,7.52,6.62,0
20120215:1211,177.1,118.97,25.49,8.76,7.52,0
20120215:1311,101.86,75.38,24.32,9.56,7.93,0
